apygarda,nuo_galiojanciu_biuleteniu,partija,apylinkese,pastu,apylinke
Vilkaviškio (Nr.68) rinkimų apygarda,"3,25%","""Fronto"" partija",6,2,Paežerių (Nr.30) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,85%","Partija ""Jaunoji Lietuva""",7,0,Paežerių (Nr.30) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,81%",Pilietinės demokratijos partija,2,0,Paežerių (Nr.30) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Paežerių (Nr.30) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,03%",Lietuvos socialdemokratų sąjunga,5,0,Paežerių (Nr.30) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,41%",Lietuvos centro partija,1,0,Paežerių (Nr.30) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"16,67%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,12,5,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"28,43%",Tautos prisikėlimo partija,29,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"7,84%",Partija Tvarka ir teisingumas,8,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"28,43%",Lietuvos socialdemokratų partija,24,5,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,98%",Koalicija Darbo partija + jaunimas,1,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"5,88%",Lietuvos Respublikos liberalų sąjūdis,6,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Liberalų ir centro sąjunga,0,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"3,92%",Lietuvos valstiečių liaudininkų sąjunga,1,3,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,94%",Naujoji sąjunga (socialliberalai),3,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,96%","""Fronto"" partija",1,1,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,98%","Partija ""Jaunoji Lietuva""",1,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,98%",Pilietinės demokratijos partija,1,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,98%",Lietuvos socialdemokratų sąjunga,1,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Opšrūtų (Nr.29) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"10,47%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,12,6,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"30,81%",Tautos prisikėlimo partija,48,5,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"8,14%",Partija Tvarka ir teisingumas,13,1,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"33,14%",Lietuvos socialdemokratų partija,48,9,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"4,07%",Koalicija Darbo partija + jaunimas,4,3,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Liberalų ir centro sąjunga,0,0,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"5,81%",Lietuvos valstiečių liaudininkų sąjunga,10,0,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,33%",Naujoji sąjunga (socialliberalai),4,0,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,16%","""Fronto"" partija",1,1,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,16%","Partija ""Jaunoji Lietuva""",1,1,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,58%",Lietuvos rusų sąjunga,1,0,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,16%",Lietuvos socialdemokratų sąjunga,1,1,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,16%",Lietuvos centro partija,2,0,Alksnėnų (Nr.28) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"18,24%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,45,15,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"18,24%",Tautos prisikėlimo partija,59,1,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"10,64%",Partija Tvarka ir teisingumas,31,4,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"26,44%",Lietuvos socialdemokratų partija,76,11,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"7,60%",Koalicija Darbo partija + jaunimas,17,8,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,43%",Lietuvos Respublikos liberalų sąjūdis,8,0,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"6,99%",Liberalų ir centro sąjunga,23,0,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,91%",Lietuvos valstiečių liaudininkų sąjunga,3,0,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,52%",Naujoji sąjunga (socialliberalai),3,2,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,91%","""Fronto"" partija",3,0,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,74%","Partija ""Jaunoji Lietuva""",9,0,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,82%",Pilietinės demokratijos partija,5,1,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,61%",Lietuvos socialdemokratų sąjunga,2,0,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,91%",Lietuvos centro partija,2,1,Pajevonio (Nr.27) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"10,06%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,14,3,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"18,93%",Tautos prisikėlimo partija,32,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"9,47%",Partija Tvarka ir teisingumas,16,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"38,46%",Lietuvos socialdemokratų partija,61,4,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"13,61%",Koalicija Darbo partija + jaunimas,21,2,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,96%",Liberalų ir centro sąjunga,4,1,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,59%",Lietuvos valstiečių liaudininkų sąjunga,1,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,96%",Naujoji sąjunga (socialliberalai),5,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,59%","""Fronto"" partija",1,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%","Partija ""Jaunoji Lietuva""",0,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,78%",Lietuvos socialdemokratų sąjunga,3,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,59%",Lietuvos centro partija,1,0,Karalkrėslio (Nr.26) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"12,86%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,31,5,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"12,50%",Tautos prisikėlimo partija,31,4,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"10,00%",Partija Tvarka ir teisingumas,19,9,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"36,79%",Lietuvos socialdemokratų partija,94,9,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"6,79%",Koalicija Darbo partija + jaunimas,13,6,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,86%",Lietuvos Respublikos liberalų sąjūdis,7,1,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,36%",Liberalų ir centro sąjunga,1,0,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,36%",Lietuvos lenkų rinkimų akcija,0,1,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"3,93%",Lietuvos valstiečių liaudininkų sąjunga,11,0,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,07%",Naujoji sąjunga (socialliberalai),3,0,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"3,21%","""Fronto"" partija",9,0,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"4,29%","Partija ""Jaunoji Lietuva""",11,1,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"3,21%",Lietuvos socialdemokratų sąjunga,9,0,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,79%",Lietuvos centro partija,1,4,Klausučių (Nr.24) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"20,30%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,50,5,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"13,65%",Tautos prisikėlimo partija,36,1,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"5,17%",Partija Tvarka ir teisingumas,14,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"43,54%",Lietuvos socialdemokratų partija,99,19,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"3,69%",Koalicija Darbo partija + jaunimas,9,1,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,95%",Lietuvos Respublikos liberalų sąjūdis,8,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,48%",Liberalų ir centro sąjunga,4,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,48%",Lietuvos valstiečių liaudininkų sąjunga,4,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,37%",Naujoji sąjunga (socialliberalai),1,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,11%","""Fronto"" partija",3,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,74%","Partija ""Jaunoji Lietuva""",2,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,48%",Pilietinės demokratijos partija,4,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,58%",Lietuvos socialdemokratų sąjunga,7,0,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,48%",Lietuvos centro partija,3,1,Virbalio kaimiškoji (Nr.22) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"5,26%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,4,1,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"15,79%",Tautos prisikėlimo partija,14,1,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"16,84%",Partija Tvarka ir teisingumas,13,3,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"37,89%",Lietuvos socialdemokratų partija,31,5,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"12,63%",Koalicija Darbo partija + jaunimas,9,3,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Liberalų ir centro sąjunga,0,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,11%",Lietuvos valstiečių liaudininkų sąjunga,2,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"5,26%",Naujoji sąjunga (socialliberalai),5,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,05%","""Fronto"" partija",1,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%","Partija ""Jaunoji Lietuva""",0,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"3,16%",Lietuvos socialdemokratų sąjunga,3,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Vilkupių (Nr.21) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,35%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,4,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"18,24%",Tautos prisikėlimo partija,31,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"11,18%",Partija Tvarka ir teisingumas,15,4,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"53,53%",Lietuvos socialdemokratų partija,82,9,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"4,71%",Koalicija Darbo partija + jaunimas,7,1,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Liberalų ir centro sąjunga,0,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,35%",Lietuvos valstiečių liaudininkų sąjunga,4,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"3,53%",Naujoji sąjunga (socialliberalai),6,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,18%","""Fronto"" partija",2,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,59%","Partija ""Jaunoji Lietuva""",1,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,59%",Lietuvos socialdemokratų sąjunga,1,0,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,76%",Lietuvos centro partija,2,1,Šiaudiniškių (Nr.20) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"14,53%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,39,4,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"18,92%",Tautos prisikėlimo partija,54,2,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"14,19%",Partija Tvarka ir teisingumas,40,2,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"28,72%",Lietuvos socialdemokratų partija,80,5,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"6,08%",Koalicija Darbo partija + jaunimas,17,1,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"4,05%",Lietuvos Respublikos liberalų sąjūdis,10,2,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"4,05%",Liberalų ir centro sąjunga,12,0,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,70%",Lietuvos valstiečių liaudininkų sąjunga,8,0,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,03%",Naujoji sąjunga (socialliberalai),5,1,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,69%","""Fronto"" partija",4,1,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,01%","Partija ""Jaunoji Lietuva""",3,0,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,34%",Lietuvos rusų sąjunga,0,1,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,35%",Lietuvos socialdemokratų sąjunga,4,0,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,34%",Lietuvos centro partija,1,0,Matlaukio (Nr.19) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"13,77%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,15,4,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"26,81%",Tautos prisikėlimo partija,31,6,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"10,14%",Partija Tvarka ir teisingumas,10,4,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"28,26%",Lietuvos socialdemokratų partija,30,9,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"8,70%",Koalicija Darbo partija + jaunimas,9,3,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos Respublikos liberalų sąjūdis,0,0,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,45%",Liberalų ir centro sąjunga,0,2,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"3,62%",Lietuvos valstiečių liaudininkų sąjunga,4,1,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,17%",Naujoji sąjunga (socialliberalai),1,2,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,17%","""Fronto"" partija",1,2,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,72%","Partija ""Jaunoji Lietuva""",1,0,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Pilietinės demokratijos partija,0,0,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos rusų sąjunga,0,0,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,17%",Lietuvos socialdemokratų sąjunga,1,2,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos centro partija,0,0,Lauckaimio (Nr.18) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"6,69%",Tėvynės sąjunga - Lietuvos krikščionys demokratai,17,0,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"17,32%",Tautos prisikėlimo partija,44,0,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"10,63%",Partija Tvarka ir teisingumas,24,3,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"45,28%",Lietuvos socialdemokratų partija,80,35,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"5,91%",Koalicija Darbo partija + jaunimas,10,5,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,57%",Lietuvos Respublikos liberalų sąjūdis,4,0,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Liberalų ir centro sąjunga,0,0,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%",Lietuvos lenkų rinkimų akcija,0,0,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,97%",Lietuvos valstiečių liaudininkų sąjunga,4,1,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"1,97%",Naujoji sąjunga (socialliberalai),5,0,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"2,76%","""Fronto"" partija",7,0,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,00%","Partija ""Jaunoji Lietuva""",0,0,Gudkaimio (Nr.17) rinkimų apylinkė
Vilkaviškio (Nr.68) rinkimų apygarda,"0,79%",Pilietinės demokratijos partija,2,0,Gudkaimio (Nr.17) rinkimų apylinkė
