nuo_galiojanciu_biuleteniu,apygarda,partija,pastu,apylinkese
"2,10%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,21,489
"1,46%",Antakalnio (Nr.3) rinkimų apygarda,Liberalų ir centro sąjunga,29,326
"4,99%",Antakalnio (Nr.3) rinkimų apygarda,Politinė partija „Sąjunga Taip“,118,1093
"1,49%",Antakalnio (Nr.3) rinkimų apygarda,Socialistinis liaudies Frontas,16,345
"0,73%",Antakalnio (Nr.3) rinkimų apygarda,Krikščionių partija,14,163
"1,47%",Antakalnio (Nr.3) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",20,337
"0,37%",Antakalnio (Nr.3) rinkimų apygarda,Partija „Jaunoji Lietuva“,7,83
"0,19%",Antakalnio (Nr.3) rinkimų apygarda,Demokratinė darbo ir vienybės partija,3,43
"0,15%",Antakalnio (Nr.3) rinkimų apygarda,Emigrantų partija,2,34
"0,23%",Antakalnio (Nr.3) rinkimų apygarda,Respublikonų partija,4,51
"0,14%",Antakalnio (Nr.3) rinkimų apygarda,Lietuvos žmonių partija,5,28
"11,50%",Senamiesčio (Nr.2) rinkimų apygarda,Darbo partija,208,2505
"12,17%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos socialdemokratų partija,210,2660
"24,53%",Senamiesčio (Nr.2) rinkimų apygarda,Tėvynės sąjunga - Lietuvos krikščionys demokratai,485,5301
"15,74%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos Respublikos liberalų sąjūdis,280,3432
"5,74%",Senamiesčio (Nr.2) rinkimų apygarda,„Drąsos kelias“ politinė partija,110,1245
"3,76%",Senamiesčio (Nr.2) rinkimų apygarda,Partija Tvarka ir teisingumas,75,811
"9,19%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos lenkų rinkimų akcija,77,2090
"2,12%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos valstiečių ir žaliųjų sąjunga,31,469
"1,48%",Senamiesčio (Nr.2) rinkimų apygarda,Liberalų ir centro sąjunga,31,319
"5,96%",Senamiesčio (Nr.2) rinkimų apygarda,Politinė partija „Sąjunga Taip“,136,1270
"1,63%",Senamiesčio (Nr.2) rinkimų apygarda,Socialistinis liaudies Frontas,14,370
"0,81%",Senamiesčio (Nr.2) rinkimų apygarda,Krikščionių partija,14,178
"1,83%",Senamiesčio (Nr.2) rinkimų apygarda,"Nacionalinis susivienijimas „Už Lietuvą Lietuvoje“ (Lietuvos centro partijos, Lietuvos socialdemokratų sąjungos, Tautininkų sąjungos ir Tautos vienybės sąjungos koalicija)",35,396
"0,37%",Senamiesčio (Nr.2) rinkimų apygarda,Partija „Jaunoji Lietuva“,5,82
"0,18%",Senamiesčio (Nr.2) rinkimų apygarda,Demokratinė darbo ir vienybės partija,3,39
"0,17%",Senamiesčio (Nr.2) rinkimų apygarda,Emigrantų partija,2,39
"0,18%",Senamiesčio (Nr.2) rinkimų apygarda,Respublikonų partija,5,38
"0,09%",Senamiesčio (Nr.2) rinkimų apygarda,Lietuvos žmonių partija,3,18
